hour,failed_logins,success_logins,privileged_cmds,data_mb,unique_ips,user_id,label
20,1,2,1,5,4,63,0
19,2,5,0,10,1,34,0
22,2,3,1,29,3,95,0
20,0,4,1,6,1,72,0
3,1,4,0,22,3,17,0
1,1,1,1,1,1,61,0
19,1,0,1,7,3,78,0
15,1,2,0,3,3,94,0
17,3,2,0,15,4,18,0
7,0,0,0,5,2,61,0
2,3,3,1,6,1,36,0
8,2,2,0,0,4,85,0
19,0,2,0,5,1,53,0
5,1,2,0,0,1,95,0
9,0,2,0,3,3,33,0
20,4,1,1,1,3,23,0
9,3,2,0,4,2,64,0
12,1,1,0,2,3,38,0
16,1,1,1,3,1,69,0
8,1,0,0,1,3,79,1
16,2,5,0,5,4,30,0
23,3,2,1,6,4,16,0
8,0,4,0,18,3,54,0
8,1,1,0,7,2,59,0
0,1,2,0,2,3,93,0
1,3,3,1,13,4,92,0
15,3,2,0,3,1,6,0
0,0,1,0,14,1,5,0
9,1,4,0,4,1,89,0
17,0,1,0,7,4,92,0
7,0,1,1,7,4,1,0
20,1,3,0,31,1,14,0
10,0,1,0,1,2,83,0
22,0,2,2,27,2,31,0
1,1,2,0,8,1,51,0
7,0,0,1,50,1,79,0
21,1,4,0,8,4,19,0
7,3,1,1,10,3,32,0
16,1,1,0,13,4,57,0
14,1,1,1,17,3,31,0
16,1,2,1,6,3,58,0
22,0,3,1,11,3,26,0
23,1,1,1,9,3,48,0
12,0,1,0,5,1,41,0
18,0,1,0,17,3,25,0
4,1,1,1,2,3,47,0
11,2,1,1,1,3,54,0
0,0,6,1,13,4,57,0
22,2,1,0,10,4,72,0
4,4,4,0,3,4,61,0
7,1,3,0,10,2,4,0
12,4,3,0,14,4,31,0
7,0,2,1,2,2,96,0
22,0,1,1,8,4,98,0
10,3,1,0,17,2,67,0
0,3,2,1,5,4,41,0
12,1,3,1,8,1,26,0
18,1,0,0,0,4,68,0
23,0,0,0,17,2,66,1
2,3,3,0,15,3,19,0
23,1,3,0,6,4,87,0
16,0,1,0,1,3,25,0
4,1,2,0,10,3,47,0
19,0,2,0,8,4,71,0
20,0,3,1,25,4,8,0
7,0,0,1,3,1,3,0
13,1,1,1,0,2,87,0
3,2,2,0,2,4,33,0
10,3,3,0,5,2,28,0
19,2,2,0,1,4,22,0
14,0,4,1,38,3,99,0
18,1,1,2,2,3,98,0
6,1,1,0,11,4,30,0
18,0,1,1,6,2,47,0
18,1,3,2,8,2,36,0
10,0,2,2,26,3,59,0
4,1,5,0,7,2,14,0
4,0,3,0,3,2,73,0
21,0,1,2,2,1,86,0
7,3,4,0,22,3,92,0
9,0,1,0,43,2,14,0
5,2,1,1,2,1,79,0
14,0,1,1,12,4,56,0
15,0,0,0,7,1,24,0
16,1,1,3,11,1,98,0
7,1,3,0,33,1,49,0
7,0,6,1,3,1,43,0
8,1,4,0,13,1,3,0
1,0,4,1,5,1,23,0
14,0,2,0,10,4,20,0
17,0,2,0,5,4,15,0
2,0,1,2,12,3,43,0
16,0,2,0,4,3,80,0
3,2,1,1,6,4,71,0
3,0,3,0,12,4,33,0
13,0,2,0,0,3,55,0
8,0,2,0,3,1,83,0
8,1,4,0,7,2,82,0
22,0,3,1,0,1,41,0
17,2,1,2,12,4,18,0
9,0,2,0,16,3,3,0
20,2,3,2,1,3,3,0
3,0,5,0,13,1,16,0
11,1,2,0,10,3,43,0
7,2,1,0,5,4,23,0
1,0,1,0,1,4,87,0
21,1,2,0,30,2,15,0
12,0,0,0,6,4,73,0
20,1,2,0,2,2,58,0
15,1,3,3,12,2,40,0
1,1,1,0,9,1,38,0
10,2,1,1,16,3,82,0
9,1,0,0,55,4,6,0
14,2,0,0,0,3,46,0
16,0,2,1,13,2,6,0
7,1,2,0,45,4,85,0
17,2,0,0,7,3,94,0
22,0,2,1,12,4,92,0
8,2,5,1,5,1,20,0
7,0,3,0,4,4,19,0
13,1,3,0,11,2,14,0
17,0,5,0,44,4,65,0
21,0,2,2,0,1,91,0
19,0,5,0,5,1,96,0
19,2,1,0,28,3,29,0
20,0,2,1,1,1,31,0
11,1,3,0,10,2,25,0
18,0,0,0,5,1,71,0
13,3,2,0,4,3,46,0
16,1,2,0,2,1,52,0
23,1,3,0,1,1,16,0
20,4,4,0,7,4,11,0
2,0,5,2,4,3,18,0
22,1,2,0,6,4,56,0
6,2,1,1,2,3,56,0
16,0,3,0,4,3,57,0
11,2,3,0,56,3,69,0
8,2,3,1,4,3,66,0
14,4,4,0,5,3,74,0
17,0,2,1,0,3,90,0
20,0,2,2,4,1,88,0
12,0,0,1,14,1,90,0
20,1,2,1,7,1,16,0
7,0,1,0,10,2,89,0
13,1,3,0,8,3,6,0
7,1,2,0,1,1,52,0
13,1,3,1,4,3,55,0
6,0,4,0,11,4,76,0
22,2,1,1,7,2,73,0
11,0,2,0,11,3,49,0
10,0,2,2,4,1,72,0
21,0,1,0,2,2,56,0
21,0,3,1,17,4,95,0
10,2,3,0,4,3,41,0
21,0,2,0,10,2,96,0
12,0,1,0,4,3,71,0
17,1,3,0,26,2,96,0
1,0,4,1,48,1,56,0
20,1,2,1,10,3,89,0
14,1,3,0,9,3,97,0
19,3,0,0,18,3,63,0
17,3,2,1,7,1,28,0
14,1,2,0,20,2,75,0
18,2,2,2,5,1,31,0
22,0,1,0,0,4,55,0
23,1,1,1,26,4,52,0
11,0,3,1,12,4,74,0
12,0,2,0,7,2,66,0
21,0,1,1,28,3,46,0
10,1,1,2,21,2,4,0
4,1,0,0,1,4,22,0
0,2,1,0,9,2,45,0
23,0,3,0,7,3,28,0
2,1,2,0,14,3,10,0
21,0,0,1,3,2,66,0
18,3,1,0,0,4,49,0
22,1,3,0,2,3,95,0
6,3,1,0,2,4,87,0
11,1,4,0,3,3,80,0
14,0,2,1,4,4,73,0
4,1,3,0,12,2,51,0
14,3,1,0,0,1,43,0
7,2,2,0,6,1,6,0
9,1,2,0,6,4,25,0
15,2,0,0,9,3,4,0
7,0,4,3,3,2,76,0
0,0,3,0,3,3,24,0
11,2,3,0,6,1,56,0
4,1,1,0,10,1,91,0
2,2,2,1,0,2,55,0
0,1,3,1,3,4,54,0
3,3,3,1,15,2,3,0
7,1,2,0,6,1,76,1
2,2,2,1,30,2,47,0
9,0,1,1,20,1,30,1
1,2,3,1,4,3,76,0
10,1,2,0,12,1,41,0
9,0,2,1,3,1,55,0
20,0,3,0,1,2,59,0
13,2,1,2,21,2,40,0
6,1,3,0,4,2,45,0
1,0,0,1,2,3,22,0
8,0,3,1,33,2,15,0
15,2,3,0,0,3,92,0
12,2,3,0,4,4,17,0
8,2,3,0,0,2,59,0
19,0,3,0,7,2,25,1
3,2,2,0,5,4,43,0
21,1,0,0,12,4,64,0
9,2,4,0,30,4,51,0
21,1,2,2,7,1,61,0
11,0,3,2,3,1,45,0
16,0,2,0,20,1,3,0
13,0,0,0,9,4,36,0
13,1,3,0,8,3,95,0
1,1,2,0,2,2,79,0
20,2,2,0,0,1,64,0
19,1,1,0,6,4,28,0
10,1,2,0,7,2,95,0
15,1,4,0,1,1,45,0
18,1,2,0,0,4,84,0
22,3,0,0,2,2,21,0
5,0,1,0,0,1,27,0
23,2,1,0,0,1,83,0
18,0,2,1,5,1,76,0
4,2,2,0,16,1,35,0
3,3,4,2,10,1,48,0
14,1,6,0,11,4,97,0
3,1,2,0,3,2,23,0
19,1,2,0,0,1,64,0
9,1,1,0,5,2,13,0
23,1,0,0,4,1,30,0
21,3,2,1,29,4,74,0
2,0,1,0,0,4,20,0
4,4,2,0,14,2,6,0
5,1,3,1,4,1,95,0
20,3,2,0,17,4,19,0
21,1,1,0,6,1,67,0
7,0,3,0,17,1,74,0
6,2,2,0,6,3,10,0
20,2,1,1,5,4,56,0
9,2,5,0,33,2,21,0
5,0,3,0,4,2,56,0
13,0,2,1,16,1,57,0
3,0,1,1,0,1,2,0
12,0,3,0,0,1,39,0
19,2,1,1,5,3,61,0
16,1,2,0,8,1,45,0
22,2,1,0,9,1,94,0
6,0,2,0,0,2,28,0
3,1,1,0,11,3,18,0
13,1,2,0,1,2,14,0
2,1,3,0,31,3,55,0
23,1,2,0,4,3,59,0
4,4,1,0,3,4,19,0
15,2,4,0,3,4,41,0
22,2,3,1,27,4,12,0
19,0,0,1,6,2,20,0
3,2,1,0,5,4,34,0
23,1,0,1,8,4,36,0
23,2,1,0,26,2,21,0
1,0,2,0,3,3,56,0
17,0,4,0,1,3,83,0
18,1,1,0,9,1,41,0
18,1,2,0,6,1,41,1
16,2,4,0,0,4,43,0
13,2,2,1,7,2,99,0
18,0,2,0,8,3,72,0
21,1,2,1,11,2,86,0
23,0,5,0,54,1,38,0
12,0,2,1,5,4,18,0
11,1,0,1,7,1,8,0
5,1,3,0,0,1,66,0
20,0,4,0,17,3,20,0
3,1,3,0,1,2,69,0
18,1,2,2,27,3,57,0
15,0,2,0,4,3,94,0
12,0,5,2,4,1,18,0
3,1,2,2,3,4,60,0
22,2,3,0,30,1,87,0
16,1,4,1,39,2,2,0
22,1,2,1,36,4,42,0
0,0,1,1,12,3,64,0
17,0,3,0,1,2,44,0
19,0,2,0,4,2,51,0
16,0,1,0,3,2,96,0
14,1,2,2,12,2,65,0
10,1,1,0,6,1,65,0
21,0,3,0,9,2,54,0
12,3,2,0,0,1,95,0
0,2,1,2,15,4,39,0
16,2,3,0,30,2,8,0
5,1,1,1,11,1,67,0
3,1,1,0,19,2,76,0
19,2,2,0,6,4,98,0
15,0,3,0,0,3,49,0
14,2,2,0,46,4,89,0
14,0,4,1,0,3,36,0
5,2,2,1,2,1,7,0
14,2,1,1,0,4,15,0
13,1,5,0,9,1,85,0
10,2,2,0,8,4,25,0
6,1,3,1,2,2,57,0
8,2,4,1,31,3,38,0
15,1,0,0,24,2,37,0
4,0,1,0,3,1,16,0
19,0,1,0,10,2,1,0
9,0,1,0,19,3,47,0
17,1,0,1,4,3,52,0
2,0,1,1,2,3,37,0
12,1,1,0,2,3,45,0
10,1,2,0,17,3,14,0
16,0,0,0,6,1,57,0
21,1,3,2,12,2,34,0
12,2,3,1,10,4,66,0
5,0,2,0,3,2,31,0
16,1,3,1,2,2,83,0
12,0,1,0,1,1,83,0
18,2,0,0,0,1,44,0
20,2,1,0,0,1,23,0
18,2,2,1,2,1,94,0
9,1,0,0,12,2,81,0
2,0,1,0,1,3,66,0
13,1,1,0,7,3,11,0
18,0,4,1,2,1,49,0
4,0,1,0,7,4,78,0
4,2,2,0,13,2,58,1
19,1,4,0,3,2,29,0
16,0,4,0,4,4,83,0
20,2,0,1,12,1,92,0
9,0,2,0,7,2,51,0
4,3,0,1,0,4,1,0
3,4,2,0,14,3,5,0
5,3,1,0,3,4,34,0
3,1,3,0,4,4,78,0
6,2,0,0,2,1,19,0
6,1,2,0,7,2,88,0
17,2,3,0,12,4,40,0
2,1,3,0,16,2,81,0
0,0,3,1,25,2,66,0
23,1,2,0,4,1,95,0
3,0,1,0,26,3,81,0
5,0,2,0,9,2,64,0
8,0,0,0,4,1,72,0
21,2,2,0,21,1,17,0
13,1,2,1,8,4,38,0
11,0,2,0,6,2,90,0
19,2,1,0,0,1,43,0
23,1,3,2,12,3,40,0
3,2,3,0,0,4,45,0
20,0,4,2,3,3,40,0
23,1,1,0,32,1,71,0
11,2,2,3,1,4,88,1
9,2,1,1,3,2,94,0
21,1,1,0,26,4,90,0
6,1,3,2,4,4,30,0
2,1,2,2,3,3,35,0
22,1,4,2,10,2,66,0
13,0,4,0,1,1,44,0
23,2,1,0,36,3,4,0
9,2,4,3,3,2,64,0
15,1,5,2,15,1,5,0
15,2,1,1,3,4,48,0
21,1,3,1,3,2,66,0
9,1,3,1,0,3,95,0
12,1,2,0,1,1,27,0
5,1,1,1,7,1,24,0
11,1,2,0,8,2,56,0
8,1,2,0,16,2,45,0
12,0,3,0,0,4,68,0
3,2,0,1,4,1,28,0
23,0,3,0,2,4,5,0
10,2,1,1,4,4,91,0
19,1,2,0,4,3,47,0
17,2,0,1,4,3,5,0
10,2,0,0,3,2,5,0
20,2,3,1,14,2,48,0
3,0,2,0,11,2,73,0
17,0,1,0,4,3,47,0
0,3,2,1,1,4,62,0
6,3,0,0,7,4,27,0
5,0,2,2,25,3,4,0
14,2,3,0,1,2,49,0
17,1,2,0,13,2,88,0
23,2,2,0,9,4,91,0
10,1,3,1,8,1,65,0
19,0,2,0,27,1,96,0
23,1,3,1,31,1,80,0
14,0,1,1,2,1,87,0
15,0,0,0,16,2,92,0
6,0,2,1,9,3,61,0
20,0,2,0,5,3,20,0
9,0,1,1,10,1,81,0
11,1,4,0,31,3,8,0
23,1,0,1,7,4,82,0
13,0,1,2,28,1,13,1
4,0,4,2,10,2,73,0
20,3,2,1,6,1,37,0
17,1,2,0,10,4,94,0
4,0,2,0,9,3,43,0
2,1,0,0,5,3,92,0
22,1,1,0,8,3,56,0
4,2,1,0,12,2,50,0
23,0,3,1,18,1,82,0
16,0,2,0,3,2,20,0
18,1,1,0,0,4,48,0
18,2,4,1,8,2,19,0
20,2,3,1,6,1,69,0
11,0,1,0,0,3,98,0
8,1,4,0,10,3,17,0
0,1,4,0,28,3,28,0
17,1,1,0,5,3,36,0
20,1,2,0,22,2,38,0
3,0,2,0,16,1,94,0
9,0,3,1,1,1,82,0
6,2,1,0,15,1,70,0
21,1,2,1,7,2,26,0
22,0,2,0,25,3,79,0
0,2,3,1,2,3,1,0
16,1,1,0,1,1,81,0
23,1,0,0,2,3,95,0
1,1,1,1,0,2,2,0
10,0,1,0,3,4,36,0
8,2,1,1,3,3,56,0
6,1,2,0,5,4,35,0
21,1,1,1,6,4,27,0
16,0,1,0,1,4,67,0
16,0,7,0,9,3,56,0
1,2,0,2,2,4,46,0
5,0,1,1,1,3,20,0
13,1,5,1,12,1,8,0
5,1,4,1,0,2,93,0
1,0,3,1,4,4,72,0
0,1,1,0,1,4,91,0
9,0,1,1,21,1,26,0
20,0,3,3,17,2,74,0
4,1,4,0,0,1,62,0
1,1,0,0,7,2,94,0
21,1,1,2,3,4,33,0
15,2,2,1,2,2,61,0
1,0,2,1,3,1,20,0
9,0,2,0,16,4,68,0
1,1,1,0,0,1,87,0
15,0,1,0,10,4,29,0
15,4,1,1,24,3,46,0
18,0,3,2,5,4,96,0
6,0,6,1,23,2,37,0
21,1,4,1,23,2,90,0
11,1,3,1,9,2,53,0
23,0,1,1,6,2,5,0
14,1,6,0,13,2,88,0
7,0,2,0,24,3,66,0
5,1,2,0,11,4,15,0
9,0,0,0,2,4,46,0
2,0,4,1,17,3,57,0
18,3,3,2,30,3,8,0
16,0,1,0,5,2,37,0
6,2,5,1,11,1,57,0
20,0,2,0,7,1,14,0
19,2,1,0,1,2,5,0
3,0,1,1,4,3,73,0
13,0,0,0,1,4,86,0
19,0,3,0,11,1,43,1
21,2,3,0,8,1,49,0
14,0,2,0,0,3,44,0
23,0,3,1,0,2,56,0
7,0,1,1,3,4,48,0
20,0,1,0,13,2,30,0
14,1,0,0,1,2,33,0
21,0,2,2,2,2,37,0
19,1,3,0,23,2,50,0
13,2,2,1,7,1,7,0
8,1,2,0,9,3,67,0
7,0,0,0,6,4,43,0
16,1,1,0,3,1,40,0
1,1,1,0,2,4,32,0
23,2,1,0,8,4,55,0
2,2,0,0,6,1,83,0
7,2,1,0,5,1,95,0
11,2,2,1,11,4,94,0
0,0,2,0,5,4,89,0
9,1,3,0,0,3,77,0
19,0,2,1,18,1,76,0
2,1,7,1,3,1,9,0
5,1,1,1,29,4,9,0
6,0,2,0,21,4,64,0
19,0,1,1,2,2,45,0
22,2,2,1,33,4,91,0
17,0,3,0,19,4,61,0
10,0,2,2,42,3,95,0
18,1,3,0,11,4,70,0
4,1,2,1,26,2,93,0
18,2,3,0,11,2,94,0
10,0,3,0,19,1,38,0
23,2,4,1,9,2,75,0
11,1,2,1,26,1,46,0
9,0,3,0,7,4,70,0
7,0,1,1,13,2,64,0
23,3,1,0,24,3,95,0
8,1,3,0,5,3,35,0
3,1,2,0,0,2,12,0
4,0,2,0,1,1,48,0
20,0,2,0,35,1,63,0
7,2,1,1,20,1,45,0
22,3,2,0,6,2,6,0
8,0,0,0,32,4,45,0
14,0,2,0,2,4,90,0
14,2,1,0,1,4,32,0
15,2,3,1,9,1,68,0
13,2,4,3,4,2,3,0
7,0,3,1,4,3,2,0
17,4,5,1,13,4,20,0
9,1,0,0,1,4,83,0
19,3,1,0,15,1,39,0
5,1,4,1,4,4,12,0
11,1,1,0,43,2,61,0
1,1,4,0,16,4,36,0
6,1,1,1,10,1,92,0
15,1,4,2,2,2,9,0
2,1,2,2,31,1,44,0
12,2,2,0,0,3,75,0
2,1,0,0,2,4,53,0
17,3,2,0,0,2,30,0
10,1,3,1,33,2,66,0
7,0,3,1,20,4,38,0
5,1,2,1,30,3,38,0
0,0,2,1,12,3,33,0
0,1,2,0,0,4,71,0
22,1,1,0,26,4,85,0
7,1,3,0,5,4,55,0
4,1,0,0,4,1,76,0
15,1,4,0,3,2,85,0
10,1,2,0,3,2,23,0
4,1,0,1,16,4,70,0
3,1,1,2,2,1,14,0
5,1,2,0,2,1,96,0
13,2,3,0,11,2,49,0
21,0,2,0,3,3,45,0
18,0,2,0,0,4,77,0
8,0,2,0,26,4,27,0
11,0,2,0,3,1,75,0
10,1,2,0,14,2,96,0
13,1,2,0,6,1,67,0
22,2,1,1,1,3,49,0
15,1,1,0,10,2,2,0
0,0,1,0,2,4,94,0
12,1,0,0,3,2,60,0
22,4,2,0,0,2,66,0
20,1,1,0,0,4,59,0
20,0,2,0,7,3,93,0
12,1,1,0,0,1,60,0
1,0,2,0,2,3,22,0
3,1,2,0,25,3,89,0
5,1,1,0,0,3,46,0
22,2,1,1,3,2,53,0
4,2,0,0,12,3,19,0
2,0,4,0,21,2,49,0
0,0,4,0,0,2,80,0
3,1,2,1,2,1,17,0
19,0,2,0,4,1,27,0
1,1,2,0,4,3,19,0
4,1,3,3,3,2,30,0
2,1,1,1,2,4,78,0
8,2,3,2,3,2,46,0
19,1,3,0,1,1,64,1
5,1,0,1,1,4,32,0
17,2,4,0,9,2,53,0
5,0,1,1,3,3,23,0
18,3,3,0,5,2,36,1
11,1,2,0,5,4,10,0
10,3,3,1,1,3,59,0
1,0,1,0,17,4,29,0
14,0,0,1,31,1,11,0
11,2,2,0,3,1,38,0
11,2,0,1,3,2,79,0
8,0,0,0,11,2,32,0
20,1,2,0,0,1,91,0
23,1,2,1,23,4,52,0
1,2,3,1,1,4,1,0
21,0,2,0,13,3,14,0
2,1,2,0,3,3,3,0
11,1,3,1,3,3,30,0
15,0,1,0,1,1,31,1
20,1,2,1,10,1,1,0
23,1,2,1,15,1,46,0
0,1,3,0,30,2,14,0
20,0,2,0,4,4,36,0
2,2,3,1,9,1,46,0
19,0,3,1,5,3,55,0
1,0,2,1,8,3,36,0
8,2,0,1,1,1,43,0
18,1,3,0,8,1,43,0
14,2,3,0,18,4,15,0
17,0,3,0,19,3,38,0
10,0,2,0,6,4,89,0
22,2,2,0,2,1,44,0
15,0,2,0,18,4,55,0
21,1,3,0,74,2,55,0
16,0,2,1,4,1,78,0
4,1,1,2,25,3,88,0
11,0,3,0,41,3,58,0
10,1,2,0,5,4,57,0
14,0,2,0,12,1,56,0
2,0,2,0,8,3,2,0
0,2,3,0,12,4,34,0
19,1,0,0,1,4,49,0
15,3,0,0,4,1,64,0
1,4,1,0,0,3,87,0
1,0,1,1,9,3,8,0
2,0,1,0,26,3,69,0
7,0,7,0,8,1,58,0
23,3,1,1,0,1,93,0
14,0,1,0,26,1,43,0
6,1,2,0,1,2,62,0
5,0,2,0,21,4,52,0
8,2,0,1,12,2,33,0
19,3,5,1,10,2,20,0
0,0,1,0,8,3,80,0
7,1,1,1,1,3,59,0
22,0,5,1,6,4,60,0
22,2,2,1,2,4,63,0
2,3,2,0,8,1,56,0
3,0,1,0,5,3,37,0
14,0,2,0,11,2,60,0
5,1,1,1,40,4,88,0
14,2,4,1,4,4,51,0
20,2,2,0,9,2,29,0
2,0,0,2,19,1,99,0
20,0,2,5,0,3,9,0
20,1,2,1,16,3,86,0
13,2,2,0,2,2,84,0
19,0,2,0,7,1,40,0
13,1,0,1,47,2,68,0
3,2,2,1,41,3,43,0
11,3,2,0,3,2,76,0
16,1,1,0,1,2,23,0
6,0,0,0,27,3,8,0
8,0,1,1,22,3,74,0
2,1,0,1,9,3,64,0
12,0,3,2,0,2,23,0
14,5,3,0,13,2,93,0
17,0,3,0,1,2,96,0
18,2,1,0,28,1,56,0
0,1,0,0,5,4,14,0
5,1,3,2,9,1,80,0
22,3,2,1,3,4,17,0
1,1,0,0,6,3,20,0
23,0,4,0,14,4,12,0
13,1,3,0,6,1,73,0
5,0,1,0,18,3,72,0
13,0,1,0,12,4,41,0
3,1,2,2,0,4,85,0
20,1,1,0,9,4,32,0
7,1,1,0,9,2,37,0
2,1,2,0,4,3,18,0
18,0,2,1,3,2,29,0
13,2,4,0,0,3,7,0
19,1,0,0,5,4,40,0
16,4,3,1,4,4,6,0
7,2,2,1,30,1,20,0
23,2,1,1,11,4,55,0
13,0,1,1,6,2,56,0
5,1,5,0,14,2,73,0
22,0,2,0,15,4,53,0
21,1,4,0,6,2,73,0
15,2,2,2,0,4,72,0
18,2,4,0,15,1,81,0
13,1,2,0,0,1,88,0
18,0,0,2,18,4,87,0
2,4,1,1,4,1,33,0
9,2,0,0,10,4,22,0
18,0,1,0,13,2,50,0
8,2,1,0,0,4,86,0
19,0,2,1,4,3,27,0
12,0,1,0,9,3,48,0
6,3,1,1,18,4,66,0
13,2,1,1,12,4,95,0
8,1,2,1,22,4,13,0
22,0,3,0,0,1,2,0
18,2,1,0,0,3,46,0
14,2,0,1,12,4,71,0
19,1,3,0,5,4,11,0
13,0,3,0,6,2,26,0
23,0,5,1,9,2,63,0
5,2,2,0,42,1,49,0
20,2,2,0,0,1,63,0
3,1,4,0,1,3,21,0
7,0,1,0,17,3,49,0
16,2,2,1,0,4,79,0
8,3,2,1,5,3,80,0
0,1,1,0,14,4,9,0
23,0,0,1,2,1,21,0
19,2,3,1,2,1,53,0
13,1,5,2,3,1,55,0
10,1,2,0,1,2,41,0
20,1,2,0,11,3,6,0
2,4,2,1,2,1,1,0
8,0,3,1,2,1,95,0
13,0,4,0,8,1,64,0
8,1,0,0,34,3,5,0
3,1,1,0,24,3,26,0
3,0,0,0,19,2,1,0
7,2,3,0,7,2,1,0
1,2,0,0,3,2,93,0
8,0,2,0,12,2,86,0
13,2,6,0,4,1,38,0
21,1,2,0,15,4,41,0
8,0,2,1,0,2,83,0
23,1,0,0,7,4,28,0
22,0,1,0,4,1,5,0
15,0,0,0,2,1,21,0
16,0,3,1,10,3,63,0
15,3,1,1,10,4,86,0
11,1,3,0,0,4,84,0
2,0,2,1,29,1,12,0
10,0,0,0,4,3,6,0
13,0,3,1,24,2,29,0
17,3,2,0,8,2,61,0
20,0,4,0,10,3,35,0
20,2,1,2,32,3,75,0
4,0,0,1,17,2,52,0
15,5,3,0,1,1,33,0
19,0,1,0,0,1,25,0
4,0,1,1,3,3,14,0
2,0,1,0,6,1,93,0
11,1,1,0,13,1,53,0
0,1,2,2,10,4,61,0
20,1,2,0,3,2,13,0
8,0,1,3,7,3,15,0
8,2,1,2,10,2,55,0
3,0,1,2,7,4,53,0
2,1,2,1,11,1,72,0
16,0,2,0,6,1,47,0
1,1,2,0,7,4,45,0
23,0,3,0,28,2,97,0
0,3,7,1,4,4,75,0
7,0,2,1,14,1,64,0
12,0,4,1,4,1,15,0
22,0,3,0,4,2,21,0
14,1,4,0,26,1,36,0
7,1,2,0,11,2,70,0
11,0,2,2,26,3,25,0
21,1,5,1,52,1,44,0
11,1,1,0,0,1,1,0
13,1,3,0,40,2,42,0
14,1,5,1,1,3,59,0
14,0,3,0,0,1,33,0
8,1,1,0,14,1,32,0
18,4,3,0,4,3,66,0
19,3,0,0,24,1,25,0
21,1,3,0,7,2,40,0
7,1,1,0,4,3,58,0
20,1,1,0,0,3,97,0
18,0,1,0,6,4,75,0
5,0,4,0,3,1,64,0
19,1,2,0,0,3,19,0
18,1,1,1,11,3,89,0
3,2,2,1,37,3,28,0
22,0,0,0,4,4,74,0
6,0,4,0,3,1,95,0
3,2,3,0,0,3,80,0
21,0,3,0,2,1,42,0
11,4,5,1,3,3,82,0
12,0,3,0,4,2,86,0
2,1,1,0,10,3,50,0
21,1,3,1,1,3,99,0
11,0,1,3,0,4,76,0
1,0,4,0,26,3,92,0
23,1,3,1,16,2,48,0
1,2,0,0,3,3,57,0
22,1,5,0,10,2,9,0
8,0,3,0,8,2,30,0
0,1,3,2,13,2,18,0
7,2,7,1,19,4,45,0
22,0,1,0,4,1,88,0
5,0,2,0,10,1,83,0
5,1,2,0,16,2,78,0
21,2,4,0,12,4,66,0
17,1,2,0,25,4,11,0
16,1,1,0,6,1,90,0
11,1,2,2,16,2,72,0
5,1,2,0,24,1,67,0
7,0,1,3,8,1,15,0
18,0,1,0,0,4,40,0
9,0,2,0,17,4,13,0
0,1,3,0,18,3,80,0
12,0,1,0,5,4,86,0
16,1,3,1,2,4,33,0
2,0,3,1,38,1,2,0
7,1,1,0,8,4,93,0
13,2,3,0,7,4,34,0
2,2,1,0,29,1,16,0
15,1,4,1,5,4,14,0
12,3,1,3,18,4,46,0
19,1,1,0,12,3,50,0
23,5,2,0,34,2,5,0
16,1,1,0,5,3,43,0
12,1,3,1,23,4,18,0
5,0,2,3,8,1,48,0
16,0,2,0,6,1,64,0
13,3,1,0,3,2,26,0
16,2,0,1,8,1,74,0
7,1,2,0,8,4,70,0
10,2,1,0,22,3,14,0
19,1,2,0,12,2,66,0
0,0,4,0,17,3,61,0
6,1,3,0,14,1,91,0
20,0,0,1,3,4,73,0
20,0,4,1,2,2,77,0
16,1,0,0,2,1,21,1
9,2,7,1,1,1,55,0
10,1,0,1,4,3,2,0
21,2,2,1,10,1,3,0
8,4,4,0,7,3,13,0
8,1,2,1,11,1,21,0
23,0,3,1,4,3,33,0
4,0,4,0,2,3,20,0
16,0,5,0,2,4,18,0
8,1,2,1,9,2,89,0
16,1,3,0,1,2,38,1
23,2,4,0,5,4,25,0
20,0,4,0,2,1,38,0
18,3,3,0,10,1,15,0
6,1,2,0,9,2,81,0
22,1,1,0,4,3,29,0
8,2,2,0,1,3,97,0
6,2,2,0,2,2,64,0
12,3,4,1,6,2,32,0
10,2,0,0,35,4,72,0
13,2,6,1,3,1,43,0
18,0,1,0,2,3,13,0
10,2,2,1,2,4,81,0
12,0,1,0,12,2,85,0
13,0,0,0,24,4,78,0
12,2,1,1,0,4,25,0
0,1,1,0,13,3,49,0
7,1,1,0,6,4,88,0
11,0,3,0,17,3,97,0
18,0,1,0,5,2,8,0
11,1,5,0,0,3,28,0
7,0,4,0,11,1,83,0
7,1,4,1,16,2,11,0
20,1,1,1,23,3,55,0
12,1,3,2,8,2,10,0
11,0,3,1,1,4,59,0
15,1,4,0,4,2,65,0
0,1,0,1,15,3,5,0
12,1,1,0,6,4,80,0
6,1,1,1,12,1,84,0
4,1,0,2,0,2,20,0
7,1,3,0,0,3,92,0
13,1,1,1,11,2,5,0
22,0,3,0,3,2,67,0
12,0,6,1,4,3,30,0
14,0,1,1,10,1,87,0
22,3,1,1,1,3,34,0
16,1,7,0,17,2,92,0
14,2,2,2,1,1,1,0
19,2,1,1,13,1,27,0
17,0,1,0,3,1,63,0
17,1,3,0,3,1,34,1
1,0,3,1,17,2,95,0
3,0,0,1,8,3,32,0
0,1,0,0,2,3,71,0
3,0,2,0,0,4,98,0
17,2,2,2,36,4,46,0
4,0,2,0,5,4,68,0
18,2,1,0,5,1,83,0
14,1,3,1,0,1,57,0
7,0,1,0,22,3,22,0
19,1,2,0,1,1,29,0
16,0,3,0,4,3,98,0
